code_site;libelle_site;code_station;libelle_station;type_station;coordonnee_x_station;coordonnee_y_station;code_projection;longitude_station;latitude_station;influence_locale_station;commentaire_station;altitude_ref_alti_station;code_systeme_alti_site;code_commune_station;libelle_commune;code_departement;code_region;libelle_region;code_cours_eau;libelle_cours_eau;uri_cours_eau;descriptif_station;date_maj_station;date_ouverture_station;date_fermeture_station;commentaire_influence_locale_station;code_regime_station;qualification_donnees_station;code_finalite_station;type_contexte_loi_stat_station;type_loi_station;code_sandre_reseau_station;date_debut_ref_alti_station;date_activation_ref_alti_station;date_maj_ref_alti_station;libelle_departement;en_service
F7000001;La Seine à Paris;F700000109;La Seine à Paris - Austerlitz - historique - avant 1966;LIMNI;653436;6860783;26;2.365515501901752;48.84540913295717;3;Station d'Austerlitz avec les données avant la mise en service du lac-réservoir Seine. Les débits journaliers de cette station sont des estimations faites à partir de cotes relevées par un observateur à 7h et plus en période de crue et de la courbe de tarage historique.;25.92;3;75056;PARIS;75;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;1876-01-01T00:00:00Z;1965-12-31T00:00:00Z;NA;1;12;12;NA;NA;NA;1876-01-01T00:00:00Z;2020-06-05T00:00:00Z;2020-06-23T00:00:00Z;PARIS;FALSE
F7000001;La Seine à Paris;F700000110;La Seine à Paris - Austerlitz - historique - de 1966 à 1973;LIMNI;653435;6860703;26;2.3655106354242985;48.84468961972986;0;Station historique Austerlitz incluant les données débits et hauteurs entre la mise en service du lac-réservoir Seine et du lac-réservoir Marne. Les débits sont calculés à partir des hauteurs observées et de la courbe de tarage.;25920;3;75056;PARIS;75;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;1966-01-01T00:00:00Z;1973-12-31T00:00:00Z;NA;1;12;4;NA;NA;NA;1966-01-01T00:00:00Z;2020-06-23T00:00:00Z;2020-06-23T00:00:00Z;PARIS;FALSE
F7000001;La Seine à Paris;F700000111;La Seine à Paris - Austerlitz - historique - de 1974 à 1989;LIMNI;653435;6860703;26;2.3655106354242985;48.84468961972986;0;Station historique de Austerlitz rassemblant les données hauteur et débits journaliers entre la création du lac réservoir Marne et du lac réservoir Aube. Sur cette période, le lac réservoir Seine est déjà en fonctionnement.;25920;0;75056;PARIS;75;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;1974-01-01T00:00:00Z;1990-01-01T00:00:00Z;NA;1;12;NA;NA;NA;NA;1974-01-01T00:00:00Z;2020-06-23T00:00:00Z;2020-06-23T00:00:00Z;PARIS;FALSE
F7010002;La Bievre aux Loges-en-Josas;F701000201;La Bievre aux Loges-en-Josas;LIMNI;637146;6852474;26;2.1447880745855814;48.76930257004296;0;NA;NA;NA;78343;LOGES-EN-JOSAS;78;11;ILE-DE-FRANCE;F70-0400;La Bievre;http://id.eaufrance.fr/CEA/F70-0400;NA;2020-06-26T00:00:00Z;1974-01-01T00:00:00Z;1985-01-01T00:00:00Z;NA;1;16;NA;NA;NA;NA;NA;NA;NA;YVELINES;FALSE
F7020001;La Bievre à Verrières-le-Buisson;F702000101;La Bievre à Verrières-le-Buisson;LIMNI;646435;6849013;26;2.271603814859916;48.7390135560727;0;NA;NA;NA;91645;VERRIERES-LE-BUISSON;91;11;ILE-DE-FRANCE;F70-0400;La Bievre;http://id.eaufrance.fr/CEA/F70-0400;NA;2020-06-26T00:00:00Z;1974-01-01T00:00:00Z;1984-01-01T00:00:00Z;NA;1;16;NA;NA;NA;NA;NA;NA;NA;ESSONNE;FALSE
F7040001;La Seine à Suresnes;F704000101;La Seine à Suresnes - Barrage (amont);LIMNI;643679;6863624;26;2.232197144125681;48.87017868155827;NA;"Cotes journalières ""observateur"" à l'amont du barrage.";21220;3;92073;SURESNES;92;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2021-09-10T00:00:00Z;1936-01-01T00:00:00Z;NA;NA;1;16;NA;1;2;POH011,POH048,POH125,POH903,RIC316;2000-01-01T00:00:00Z;2013-11-18T00:00:00Z;2013-11-18T00:00:00Z;HAUTS-DE-SEINE;TRUE
F7040001;La Seine à Suresnes;F704000102;La Seine à Suresnes - Barrage (aval);LIMNI;643816;6863766;26;2.23404591849916;48.87146760605643;NA;NA;NA;NA;92073;SURESNES;92;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;NA;NA;NA;1;16;NA;1;0;POH011,POH048,POH903;NA;NA;NA;HAUTS-DE-SEINE;TRUE
F7120001;La Seine à Bougival et à Chatou;F712000101;La Seine à Chatou - Barrage (amont);LIMNI;638852;6866456;26;2.165989417776467;48.895205253601226;NA;NA;NA;NA;78146;CHATOU;78;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;NA;NA;NA;1;16;NA;1;0;POH011,POH048,POH903;NA;NA;NA;YVELINES;TRUE
F7120001;La Seine à Bougival et à Chatou;F712000102;La Seine à Chatou - Barrage (aval);LIMNI;638724;6866179;26;2.164283713221005;48.89270218811601;2;NA;0.37;3;78146;CHATOU;78;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;1932-01-01T00:00:00Z;NA;NA;1;16;2;1;0;POH011,POH048,POH125,POH903,RIC017,RIC116,RIC266,RIC316;1932-01-01T00:00:00Z;2017-03-01T00:00:00Z;2017-03-01T00:00:00Z;YVELINES;TRUE
F7120001;La Seine à Bougival et à Chatou;F712000103;La Seine à Bougival - Barrage (amont);LIMNI;636342;6863724;26;2.1321672105303082;48.870394573116315;NA;NA;NA;NA;78092;BOUGIVAL;78;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;NA;NA;NA;1;16;NA;1;0;POH011,POH048,POH903;NA;NA;NA;YVELINES;TRUE
F7120001;La Seine à Bougival et à Chatou;F712000104;La Seine à Bougival - Barrage (aval);LIMNI;636241;6863725;26;2.130790265142907;48.87039357529781;NA;NA;NA;NA;78092;BOUGIVAL;78;11;ILE-DE-FRANCE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;NA;NA;NA;1;16;NA;1;0;POH011,POH048,RIC166;NA;NA;NA;YVELINES;TRUE
G0170420;La Bresle à Ponts-et-Marais;G017042010;La Bresle à Ponts-et-Marais;LIMNI;588714;6995278;26;1.4477444088451188;50.04606881342453;2;NA;NA;NA;76507;PONTS-ET-MARAIS;76;28;NORMANDIE;G01-0400;La Bresle;http://id.eaufrance.fr/CEA/G01-0400;NA;2021-01-19T00:00:00Z;1999-11-29T00:00:00Z;NA;NA;1;16;0;1;2;BSH004,BSH053,BSH104,BSH153,POH010,POH047,POH126,POH903,RIC065,RIC315;NA;NA;NA;SEINE-MARITIME;TRUE
G0170421;La Bresle à Longroy;G017042101;La Bresle à Longroy;LIMNI;542733.5848985;2555198.6968884;5;1.5390604898700944;49.99032144513587;NA;NA;NA;NA;76394;LONGROY;76;28;NORMANDIE;G01-0400;La Bresle;http://id.eaufrance.fr/CEA/G01-0400;NA;2020-07-09T00:00:00Z;1950-01-01T00:00:00Z;2003-01-01T00:00:00Z;NA;1;16;7;NA;NA;NA;NA;NA;NA;SEINE-MARITIME;FALSE
G1110410;L'Yères à Touffreville-sur-Eu;G111041010;L'Yères à Touffreville-sur-Eu;LIMNI;580821;6990284;26;1.3391464708922902;49.99978063690041;1;NA;14470;3;76703;TOUFFREVILLE-SUR-EU;76;28;NORMANDIE;G11-0400;L'Yeres;http://id.eaufrance.fr/CEA/G11-0400;NA;2020-06-26T00:00:00Z;1965-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH004,BSH053,BSH104,BSH153,POH010,POH047,POH126,POH903,RIC065,RIC315;1965-01-01T00:00:00Z;2013-11-18T00:00:00Z;2013-11-18T00:00:00Z;SEINE-MARITIME;TRUE
G2060210;La Béthune à Saint-Aubin-le-Cauf;G206021010;La Béthune à Saint-Aubin-le-Cauf;LIMNI;569443;6975413;26;1.1854002047223846;49.86398001910378;1;NA;13970;3;76562;SAINT-AUBIN-LE-CAUF;76;28;NORMANDIE;G2--0200;L'Arques;http://id.eaufrance.fr/CEA/G2--0200;NA;2021-01-19T00:00:00Z;1966-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH004,BSH053,BSH104,BSH153,POH010,POH047,POH126,POH903,RIC065,RIC315;1966-01-01T00:00:00Z;2013-11-18T00:00:00Z;2013-11-18T00:00:00Z;SEINE-MARITIME;TRUE
G2100612;La Varenne à Martigny;G210061201;La Varenne à Martigny;LIMNI;515686.5;2540406.9;5;1.1655503242037568;49.85448724279007;NA;NA;NA;NA;76413;MARTIGNY;76;28;NORMANDIE;G2100600;La Varenne;http://id.eaufrance.fr/CEA/G2100600;NA;2021-10-04T00:00:00Z;1964-01-01T00:00:00Z;NA;NA;1;16;17;NA;NA;POH010,POH047,POH126;NA;NA;NA;SEINE-MARITIME;TRUE
G2230410;L'Eaulne à Martin-Église;G223041010;L'Eaulne à Martin-Église;LIMNI;566387;6979391;26;1.1416396408903255;49.89906788958453;1;NA;NA;NA;76414;MARTIN-EGLISE;76;28;NORMANDIE;G22-0400;L'Eaulne;http://id.eaufrance.fr/CEA/G22-0400;NA;2021-01-19T00:00:00Z;1964-05-01T00:00:00Z;NA;NA;1;12;12;1;2;POH010,POH047,POH126,POH903,RIC065,RIC315;NA;NA;NA;SEINE-MARITIME;TRUE
G2240001;[L'Arques] à Dieppe et à Rouxmesnil-Bouteilles;G224000101;[L'Arques] à Rouxmesnil-Bouteilles - L'Arques à Rouxmesnil-Bouteilles;LIMNI;563839.0688811;6980531.1501666;26;1.1058348020499031;49.908763331756155;NA;NA;NA;NA;76545;ROUXMESNIL-BOUTEILLES;76;28;NORMANDIE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2021-10-04T00:00:00Z;2015-01-01T00:00:00Z;NA;NA;1;12;2;NA;NA;POH010,POH047,POH126;NA;NA;NA;SEINE-MARITIME;TRUE
G2240001;[L'Arques] à Dieppe et à Rouxmesnil-Bouteilles;G224000102;[L'Arques] à Dieppe - L'Arques à Dieppe;LIMNI;562840.2230279;6982016.0990984;26;1.091445822063191;49.92188276750753;3;Seuil de Dieppe;NA;NA;76217;DIEPPE;76;28;NORMANDIE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2021-10-04T00:00:00Z;2018-01-01T00:00:00Z;NA;Marée;1;20;27;NA;NA;POH010,POH047,POH126;NA;NA;NA;SEINE-MARITIME;TRUE
G3100612;La Scie à Notre-Dame-du-Parc;G310061201;La Scie à Notre-Dame-du-Parc;LIMNI;563990;6962491;26;1.1139268603461328;49.74676970643225;0;NA;NA;NA;76478;NOTRE-DAME-DU-PARC;76;28;NORMANDIE;G3100600;La Scie;http://id.eaufrance.fr/CEA/G3100600;NA;2021-09-30T00:00:00Z;2016-01-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;POH010,POH047,RIC065,RIC315;NA;NA;NA;SEINE-MARITIME;TRUE
G3100613;La Scie à Hautot-sur-Mer;G310061301;La Scie à Hautot-sur-Mer;LIMNI;507677.5;2545922.2;5;1.0530894221246778;49.90287687414957;NA;NA;NA;NA;76349;HAUTOT-SUR-MER;76;28;NORMANDIE;G3100600;La Scie;http://id.eaufrance.fr/CEA/G3100600;NA;2021-08-24T00:00:00Z;1950-01-01T00:00:00Z;2020-01-01T00:00:00Z;NA;1;16;7;NA;NA;NA;NA;NA;NA;SEINE-MARITIME;FALSE
G4000210;La Saâne à Bourdainville;G400021010;La Saâne à Bourdainville;LIMNI;552817;6955383;26;0.9615992634480182;49.68042797407208;1;NA;NA;NA;76132;BOURDAINVILLE;76;28;NORMANDIE;G4--0200;La Saane;http://id.eaufrance.fr/CEA/G4--0200;NA;2021-05-12T00:00:00Z;1980-01-01T00:00:00Z;1995-03-08T00:00:00Z;NA;1;20;12;1;2;NA;NA;NA;NA;SEINE-MARITIME;FALSE
G4000220;La Saâne à Val-de-Saâne;G400022010;La Saâne à Val-de-Saâne;LIMNI;553047;6957938;26;0.96387097581679;49.70343145909858;NA;NA;87850;3;76018;VAL-DE-SAANE;76;28;NORMANDIE;G4--0200;La Saane;http://id.eaufrance.fr/CEA/G4--0200;NA;2020-06-26T00:00:00Z;1997-07-31T00:00:00Z;NA;NA;1;20;12;1;2;BSH004,BSH053,BSH104,BSH153,POH010,POH047,POH126,POH903,RIC065,RIC315;1997-07-31T00:00:00Z;2013-11-18T00:00:00Z;2013-11-18T00:00:00Z;SEINE-MARITIME;TRUE
G4000221;La Saâne à Biville-la-Rivière;G400022101;La Saâne à Biville-la-Rivière;LIMNI;551068;6966402;26;0.9333944662872172;49.7789923037946;0;NA;NA;NA;76097;BIVILLE-LA-RIVIERE;76;28;NORMANDIE;G4--0200;La Saane;http://id.eaufrance.fr/CEA/G4--0200;NA;2021-10-04T00:00:00Z;2016-01-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;POH010,POH047,RIC065,RIC315;NA;NA;NA;SEINE-MARITIME;TRUE
G4100002;La Vienne à Gueures;G410000201;La Vienne à Gueures;LIMNI;554207;6973424;26;0.9744335018989404;49.84278867926553;0;NA;NA;NA;76334;GUEURES;76;28;NORMANDIE;G4100600;La Vienne;http://id.eaufrance.fr/CEA/G4100600;NA;2020-06-26T00:00:00Z;2016-01-01T00:00:00Z;2017-12-31T00:00:00Z;NA;1;16;0;NA;NA;POH010;NA;NA;NA;SEINE-MARITIME;FALSE
G4100003;La Vienne à Hermanville;G410000301;La Vienne à Hermanville - La Vienne à Hermanville;LIMNI;554926.2399712;6970834.9581939;26;0.9853394342418133;49.81970174862066;NA;Suivi de la station du syndicat Saane Vienne Scie;NA;NA;76356;HERMANVILLE;76;28;NORMANDIE;G4100600;La Vienne;http://id.eaufrance.fr/CEA/G4100600;NA;2021-10-04T00:00:00Z;2018-06-01T00:00:00Z;NA;NA;1;16;12;NA;NA;POH010,POH047,POH126;NA;NA;NA;SEINE-MARITIME;TRUE
G4200001;La Saâne à Longueil;G420000101;La Saâne à Longueil;LIMNI;500517;2543808;5;0.9540863137590032;49.88280676235252;NA;NA;NA;NA;76395;LONGUEIL;76;28;NORMANDIE;G4--0200;La Saane;http://id.eaufrance.fr/CEA/G4--0200;NA;2021-01-19T00:00:00Z;1964-03-01T00:00:00Z;2020-01-01T00:00:00Z;NA;1;16;7;NA;NA;NA;NA;NA;NA;SEINE-MARITIME;FALSE
G5100610;Le Dun au Bourg-Dun [Le Pont Blanc];G510061010;Le Dun au Bourg-Dun [Le Pont Blanc];LIMNI;548481;6977431;26;0.893431814597485;49.87742800916026;NA;NA;10090;3;76133;BOURG-DUN;76;28;NORMANDIE;G5100901;Le Dun;http://id.eaufrance.fr/CEA/G5100901;NA;2020-06-26T00:00:00Z;1995-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH004,BSH053,BSH104,BSH153,POH010,POH047,POH126,POH903,RIC065,RIC315;1995-01-01T00:00:00Z;2013-11-18T00:00:00Z;2013-11-18T00:00:00Z;SEINE-MARITIME;TRUE
G5100612;Le Dun au Bourg-Dun [Centre];G510061201;Le Dun au Bourg-Dun [Centre] - IJINUS;LIMNI;547998.4761997;6976095.8224998;26;0.8872230504578881;49.865321903776994;NA;NA;NA;NA;76133;BOURG-DUN;76;28;NORMANDIE;G5100600;Le Dun;http://id.eaufrance.fr/CEA/G5100600;NA;2021-10-04T00:00:00Z;2020-11-13T00:00:00Z;NA;NA;1;16;7;NA;NA;POH010,POH047,POH126;NA;NA;NA;SEINE-MARITIME;TRUE
G6000610;La Durdent à Vittefleur;G600061010;La Durdent à Vittefleur;LIMNI;529726;6971439;26;0.6353225838281289;49.8188490112348;1;NA;6140;3;76748;VITTEFLEUR;76;28;NORMANDIE;G6000600;La Durdent;http://id.eaufrance.fr/CEA/G6000600;NA;2021-01-19T00:00:00Z;1966-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH004,BSH053,BSH104,BSH153,POH010,POH047,POH126,POH903,RIC065,RIC315;1966-01-01T00:00:00Z;2013-11-18T00:00:00Z;2013-11-18T00:00:00Z;SEINE-MARITIME;TRUE
G7000210;La Valmont à Colleville;G700021010;La Valmont à Colleville;LIMNI;515990;6963916;26;0.4480674188786429;49.74745003841446;NA;NA;NA;NA;76183;COLLEVILLE;76;28;NORMANDIE;G7--0200;Rivière de Valmont;http://id.eaufrance.fr/CEA/G7--0200;NA;2020-06-26T00:00:00Z;2005-11-02T00:00:00Z;NA;NA;1;16;NA;1;2;POH010,POH047,POH126,POH903,RIC065,RIC315;NA;NA;NA;SEINE-MARITIME;TRUE
G7100610;La Ganzeville à Ganzeville;G710061010;La Ganzeville à Ganzeville;LIMNI;513355;6962562;26;0.4121652352660325;49.73452049930339;1;NA;24800;3;76298;GANZEVILLE;76;28;NORMANDIE;G7100600;Ruisseau de Ganzeville;http://id.eaufrance.fr/CEA/G7100600;NA;2021-09-09T00:00:00Z;1964-03-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH004,BSH053,BSH104,BSH153,POH010,POH047,POH126,POH903,RIC065,RIC315;1964-03-01T00:00:00Z;2013-11-18T00:00:00Z;2021-09-09T00:00:00Z;SEINE-MARITIME;TRUE
G7110001;La Valmont à Fécamp;G711000101;La Valmont à Fécamp;LIMNI;460338.0965984;2530302.2138498;5;0.4005824474714766;49.75394465430357;NA;NA;NA;NA;76259;FECAMP;76;28;NORMANDIE;G7--0200;Rivière de Valmont;http://id.eaufrance.fr/CEA/G7--0200;NA;2021-01-19T00:00:00Z;1964-03-01T00:00:00Z;2008-01-01T00:00:00Z;NA;1;16;7;NA;NA;NA;NA;NA;NA;SEINE-MARITIME;FALSE
H0020010;La Seine à Quemigny-sur-Seine [Cosne];H002001001;La Seine à Quemigny-sur-Seine [Cosne];LIMNI;825260;6732179;26;4.669532628979696;47.678080474933935;1;NA;288000;3;21514;QUEMIGNY-SUR-SEINE;21;27;BOURGOGNE-FRANCHE-COMTE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2020-06-26T00:00:00Z;2004-01-01T00:00:00Z;NA;NA;1;20;12;1;2;POH005,POH046,POH106,POH903,RIC064,RIC314;2004-01-01T00:00:00Z;2013-11-18T00:00:00Z;2014-09-10T00:00:00Z;COTE-D'OR;TRUE
H0050001;Le Noirrieu à la Neuville-lès-Dorengt;H005000101;Le Noirrieu à la Neuville-lès-Dorengt;LIMNI;748324;6986809;26;3.673103266781088;49.97797592328906;0;NA;129823;3;02548;NEUVILLE-LES-DORENGT;02;32;HAUTS-DE-FRANCE;H00-0400;Le Noirrieu;http://id.eaufrance.fr/CEA/H00-0400;NA;2021-08-19T00:00:00Z;2013-04-06T00:00:00Z;NA;NA;1;16;0;NA;NA;POH018,POH043,POH110,POH903;2021-06-01T00:00:00Z;2021-08-19T00:00:00Z;2021-08-19T00:00:00Z;AISNE;TRUE
H0050003;Le Noirrieu [ruisseau] à Étreux;H005000301;Le Noirrieu [ruisseau] à Étreux;LIMNI;746981;6988266;26;3.6545657658827624;49.99116401065749;0;Station mise en service le01/01/1962 puis fermée le 01/01/1995;NA;NA;02298;ETREUX;02;32;HAUTS-DE-FRANCE;H00-0400;Le Noirrieu;http://id.eaufrance.fr/CEA/H00-0400;NA;2021-02-19T00:00:00Z;1962-01-01T00:00:00Z;1995-01-01T00:00:00Z;NA;1;16;7;NA;NA;POH018;NA;NA;NA;AISNE;FALSE
H0100010;La Seine à Nod-sur-Seine;H010001001;La Seine à Nod-sur-Seine;LIMNI;817628;6741624;26;4.570340101344374;47.76448222901527;1;NA;247000;2;21455;NOD-SUR-SEINE;21;27;BOURGOGNE-FRANCHE-COMTE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2021-01-19T00:00:00Z;1899-12-31T00:00:00Z;NA;NA;1;20;12;1;2;BSH004,BSH052,BSH104,BSH152,POH005,POH046,POH106,POH903,RIC015,RIC064,RIC314;1968-04-01T00:00:00Z;2013-11-18T00:00:00Z;2014-09-10T00:00:00Z;COTE-D'OR;TRUE
H0100020;La Seine à Plaines-Saint-Lange;H010002001;La Seine à Plaines-Saint-Lange;LIMNI;810441;6767194;26;4.480817332730296;47.99581280146408;1;NA;179000;2;10288;PLAINES-SAINT-LANGE;10;44;GRAND EST;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2021-06-22T00:00:00Z;1967-08-01T00:00:00Z;NA;NA;1;20;12;1;2;POH046,POH106,POH903,RIC015,RIC064,RIC114,RIC264,RIC314;1967-08-01T00:00:00Z;2013-11-18T00:00:00Z;2014-09-10T00:00:00Z;AUBE;TRUE
H0110010;La Seine [source] à Châtillon-sur-Seine;H011001001;La Seine [source] à Châtillon-sur-Seine;LIMNI;818099;6752209;26;4.579452499468088;47.859645050851086;1;NA;NA;NA;21154;CHATILLON-SUR-SEINE;21;27;BOURGOGNE-FRANCHE-COMTE;----0010;La Seine;http://id.eaufrance.fr/CEA/----0010;NA;2021-05-12T00:00:00Z;1996-07-31T00:00:00Z;2000-01-06T00:00:00Z;NA;1;20;12;1;2;NA;NA;NA;NA;COTE-D'OR;FALSE
